millis;micros;d1;d2;accx;accy;accz;hgx;hgy;hgz;gyrox;gyroy;gyroz
15374;15374880;6381536;8435168;-0.044;1.064;-0.264;0.246;0.41;-0.164;-1;-1;-1
15386;15387112;6383072;8435168;-0.048;1.044;-0.276;0.246;0.451;-0.0615;-1;-1;-1
15398;15399320;6385632;8435168;-0.064;1.048;-0.28;0.205;0.451;-0.123;-1;-1;-1
15409;15410656;6388704;8434656;-0.04;1.044;-0.26;0.1845;0.4715;-0.1435;-1;-1;-1
15421;15421968;6380000;8434656;-0.052;1.052;-0.296;0.1845;0.492;0;-1;-1;-1
15433;15434192;6383584;8434656;-0.04;1.052;-0.268;0.082;0.5535;-0.0615;-1;-1;-1
15446;15446384;6382560;8434656;-0.048;1.048;-0.288;0.2255;0.5125;-0.123;-1;-1;-1
15458;15458640;6380512;8434656;-0.04;1.04;-0.26;0.1845;0.492;-0.1435;-1;-1;-1
15470;15470856;6383584;8434656;-0.052;1.028;-0.268;0.2255;0.451;-0.123;-1;-1;-1
15482;15483064;6380512;8434656;-0.012;1.036;-0.264;0.1845;0.533;0;-1;-1;-1
15493;15493512;6380000;8434656;-0.084;1.04;-0.284;0.205;0.5125;-0.082;-1;-1;-1
15505;15505760;6385120;8434656;-0.032;1.048;-0.272;0.1435;0.492;-0.082;-1;-1;-1
15517;15517976;6385120;8434656;-0.076;1.052;-0.292;0.2665;0.4715;-0.1845;-1;-1;-1
15529;15530184;6385632;8434656;-0.044;1.036;-0.284;0.1845;0.5125;-0.0615;-1;-1;-1
15540;15540656;6383072;8434656;-0.072;1.052;-0.26;0.164;0.492;-0.0615;-1;-1;-1
15552;15552896;6385632;8434656;-0.048;1.048;-0.272;0.082;0.492;-0.164;-1;-1;-1
15564;15565136;6387680;8434656;-0.044;1.04;-0.284;0.2255;0.492;-0.0615;-1;-1;-1
15575;15575584;6386656;8434656;-0.04;1.036;-0.276;0.246;0.451;-0.1435;-1;-1;-1
15587;15587744;6383584;8434656;-0.064;1.06;-0.292;0.1435;0.533;-0.1845;-1;-1;-1
15599;15599968;6386656;8434656;-0.068;1.052;-0.292;0.1435;0.451;-0.0205;-1;-1;-1
15611;15612208;6380512;8434656;-0.056;1.06;-0.288;0.164;0.4305;-0.1025;-1;-1;-1
15622;15622640;6380000;8434144;-0.056;1.044;-0.288;0.1845;0.4305;-0.123;-1;-1;-1
15634;15634848;6384608;8434144;-0.048;1.036;-0.284;0.1435;0.5125;-0.123;-1;-1;-1
15646;15647080;6386144;8434144;-0.076;1.056;-0.244;0.2665;0.4305;-0.1025;-1;-1;-1
15659;15659296;6380512;8434144;-0.032;1.048;-0.284;0.1845;0.492;-0.0205;-1;-1;-1
15671;15671464;6387168;8434144;-0.06;1.048;-0.28;0.1845;0.5125;-0.041;-1;-1;-1
15683;15683704;6384096;8434144;-0.056;1.036;-0.292;0.246;0.4305;-0.1435;-1;-1;-1
15695;15695936;6382048;8434144;-0.052;1.052;-0.276;0.1845;0.5125;-0.1025;-1;-1;-1
15706;15706424;6386656;8434144;-0.048;1.052;-0.28;0.1025;0.5535;-0.1435;-1;-1;-1
15718;15718624;6384608;8434144;-0.044;1.044;-0.272;0.164;0.4715;-0.1025;-1;-1;-1
15730;15730824;6387168;8434144;-0.048;1.036;-0.28;0.205;0.5125;-0.2255;-1;-1;-1
15742;15743056;6384608;8434144;-0.056;1.052;-0.284;0.123;0.3895;-0.123;-1;-1;-1
15753;15753504;6383584;8434144;-0.064;1.04;-0.272;0.164;0.5125;-0.041;-1;-1;-1
15765;15765688;6380000;8434144;-0.04;1.048;-0.272;0.2255;0.451;-0.0615;-1;-1;-1
15777;15777888;6382560;8434144;-0.068;1.06;-0.26;0.1435;0.533;-0.123;-1;-1;-1
15788;15788352;6383072;8434144;-0.036;1.04;-0.288;0.1845;0.4715;-0.123;-1;-1;-1
15800;15800544;6384096;8434144;-0.06;1.04;-0.292;0.205;0.4305;-0.164;-1;-1;-1
15812;15812776;6383072;8434144;-0.032;1.048;-0.284;0.2255;0.4715;-0.1435;-1;-1;-1
15824;15824968;6384096;8433632;-0.068;1.052;-0.308;0.1845;0.451;-0.1025;-1;-1;-1
15835;15835416;6384096;8433632;-0.04;1.04;-0.268;0.246;0.4305;-0.1845;-1;-1;-1
15847;15847608;6385632;8433632;-0.072;1.04;-0.276;0.123;0.5125;-0.082;-1;-1;-1
15859;15859824;6384096;8433632;-0.052;1.048;-0.276;0.1435;0.451;-0.1025;-1;-1;-1
15872;15872072;6389216;8433632;-0.064;1.044;-0.28;0.205;0.3895;-0.1845;-1;-1;-1
15884;15885120;6381536;8433632;-0.068;1.068;-0.308;0.205;0.451;-0.1435;-1;-1;-1
15896;15897304;6385632;8433632;-0.064;1.044;-0.272;0.2255;0.5125;-0.0615;-1;-1;-1
15908;15909496;6385120;8433632;-0.052;1.056;-0.304;0.2255;0.5125;0;-1;-1;-1
15919;15920000;6381536;8433120;-0.056;1.056;-0.296;0.164;0.4715;-0.164;-1;-1;-1
15931;15932200;6390240;8433120;-0.06;1.044;-0.284;0.1435;0.492;-0.041;-1;-1;-1
15943;15944392;6387168;8433120;-0.056;1.048;-0.276;0.123;0.6765;0;-1;-1;-1
15955;15956608;6382560;8433120;-0.052;1.044;-0.276;0.287;0.369;-0.164;-1;-1;-1
15966;15967072;6384096;8433120;-0.052;1.048;-0.292;0.1845;0.492;-0.205;-1;-1;-1
15978;15979296;6381536;8433120;-0.052;1.032;-0.288;0.2255;0.451;-0.123;-1;-1;-1
15990;15991464;6385632;8433120;-0.052;1.036;-0.28;0.1845;0.41;-0.1025;-1;-1;-1
16001;16001072;6384608;8433120;-0.04;1.04;-0.28;0.1435;0.533;-0.082;-1;-1;-1
16013;16014168;6385120;8433120;-0.052;1.056;-0.26;0.1845;0.5125;-0.2255;-1;-1;-1
16025;16026400;6387680;8433120;-0.06;1.048;-0.292;0.1845;0.492;-0.1435;-1;-1;-1
16037;16038584;6386656;8433120;-0.06;1.048;-0.244;0.1845;0.4305;-0.082;-1;-1;-1
16048;16048216;6380000;8433120;-0.048;1.048;-0.276;0.246;0.451;-0.123;-1;-1;-1
16060;16061288;6384608;8433120;-0.056;1.036;-0.272;0.164;0.4305;-0.041;-1;-1;-1
16072;16073504;6383584;8433120;-0.048;1.048;-0.272;0.123;0.4715;-0.082;-1;-1;-1
16084;16085704;6383072;8433120;-0.056;1.044;-0.276;0.1845;0.4715;-0.123;-1;-1;-1
16095;16095288;6382560;8433120;-0.04;1.048;-0.292;0.1845;0.4715;-0.082;-1;-1;-1
16107;16108312;6382048;8433120;-0.06;1.056;-0.272;0.1845;0.533;-0.041;-1;-1;-1
16119;16120544;6380512;8433120;-0.06;1.048;-0.272;0.1845;0.287;-0.0205;-1;-1;-1
16130;16130136;6386144;8432608;-0.048;1.048;-0.292;0.164;0.5535;-0.041;-1;-1;-1
16142;16143184;6384608;8432608;-0.052;1.056;-0.276;0.2255;0.4715;-0.082;-1;-1;-1
16154;16155384;6380512;8432608;-0.06;1.056;-0.276;0.164;0.451;-0.123;-1;-1;-1
16166;16167592;6384096;8432608;-0.04;1.048;-0.264;0.246;0.492;-0.082;-1;-1;-1
16177;16177216;6383072;8432608;-0.04;1.04;-0.272;0.164;0.4305;-0.082;-1;-1;-1
16189;16189488;6386144;8432608;-0.06;1.04;-0.28;0.1845;0.4715;-0.123;-1;-1;-1
16201;16202544;6384608;8432608;-0.064;1.044;-0.316;0.1845;0.4305;-0.123;-1;-1;-1
16214;16214784;6382560;8432608;-0.056;1.052;-0.272;0.205;0.492;-0.1435;-1;-1;-1
16226;16227000;6380512;8432608;-0.044;1.052;-0.264;0.2255;0.4715;-0.123;-1;-1;-1
16238;16239216;6384608;8432608;-0.056;1.036;-0.26;0.123;0.5125;-0.1025;-1;-1;-1
16250;16251424;6385632;8432608;-0.056;1.048;-0.292;0.205;0.5535;-0.1025;-1;-1;-1
16261;16261872;6386656;8432608;-0.052;1.056;-0.288;0.205;0.4715;-0.0615;-1;-1;-1
16273;16274088;6385120;8432608;-0.048;1.056;-0.28;0.1435;0.5125;-0.0615;-1;-1;-1
16285;16286288;6386144;8432608;-0.052;1.056;-0.268;0.205;0.3895;-0.164;-1;-1;-1
16297;16298472;6382560;8432608;-0.064;1.032;-0.272;0.2255;0.5125;-0.1845;-1;-1;-1
16308;16308912;6381536;8432608;-0.04;1.036;-0.272;0.246;0.5125;-0.041;-1;-1;-1
16320;16321160;6382048;8432608;-0.048;1.044;-0.276;0.2255;0.4305;-0.123;-1;-1;-1
16332;16333440;6388704;8432608;-0.052;1.044;-0.276;0.164;0.5125;-0.041;-1;-1;-1
16343;16343936;6384608;8432608;-0.056;1.048;-0.272;0.164;0.533;-0.164;-1;-1;-1
16355;16356128;6384096;8432608;-0.048;1.04;-0.284;0.1435;0.4715;-0.123;-1;-1;-1
16367;16368344;6380512;8432608;-0.056;1.056;-0.284;0.246;0.4715;-0.1435;-1;-1;-1
16379;16380560;6385120;8432608;-0.048;1.048;-0.264;0.3075;0.4715;-0.205;-1;-1;-1
16390;16391032;6385120;8432608;-0.052;1.04;-0.268;0.2255;0.4715;-0.205;-1;-1;-1
16402;16403240;6381536;8432608;-0.06;1.04;-0.288;0.082;0.533;-0.1025;-1;-1;-1
16414;16415424;6386656;8432608;-0.052;1.052;-0.292;0.1845;0.5535;-0.082;-1;-1;-1
16427;16428504;6385632;8432096;-0.064;1.06;-0.276;0.246;0.492;-0.1025;-1;-1;-1
16439;16439816;6381024;8432096;-0.044;1.044;-0.264;0.205;0.492;-0.1025;-1;-1;-1
16451;16451984;6383584;8432096;-0.044;1.04;-0.284;0.164;0.533;-0.082;-1;-1;-1
16463;16464216;6380000;8432096;-0.048;1.04;-0.272;0.205;0.41;-0.205;-1;-1;-1
16474;16474696;6386656;8432096;-0.06;1.044;-0.276;0.246;0.4715;-0.123;-1;-1;-1
16486;16486880;6384608;8432096;-0.06;1.056;-0.284;0.205;0.451;-0.123;-1;-1;-1
16498;16499088;6378464;8432096;-0.056;1.048;-0.268;0.1845;0.5125;-0.205;-1;-1;-1
16510;16511320;6377440;8432096;-0.036;1.036;-0.288;0.205;0.4305;-0.123;-1;-1;-1
16521;16521736;6385120;8432096;-0.052;1.044;-0.268;0.164;0.492;-0.041;-1;-1;-1
16533;16533928;6389728;8431072;-0.04;1.044;-0.268;0.123;0.4715;-0.041;-1;-1;-1
16545;16546176;6384096;8431072;-0.056;1.048;-0.288;0.1845;0.4715;-0.1845;-1;-1;-1
16556;16556624;6382560;8431072;-0.052;1.028;-0.26;0.1435;0.3075;-0.041;-1;-1;-1
16568;16568816;6385120;8431072;-0.048;1.048;-0.288;0.1025;0.4715;-0.205;-1;-1;-1
16580;16581040;6383584;8431072;-0.06;1.052;-0.256;0.164;0.5535;-0.205;-1;-1;-1
16592;16593240;6385120;8431072;-0.056;1.044;-0.284;0.123;0.4715;-0.1435;-1;-1;-1
16603;16603696;6384096;8431072;-0.04;1.048;-0.244;0.1845;0.533;-0.1435;-1;-1;-1
16615;16615856;6387680;8431072;-0.044;1.052;-0.268;0.123;0.5125;-0.041;-1;-1;-1
16627;16628104;6387680;8431072;-0.056;1.04;-0.292;0.1845;0.492;0;-1;-1;-1
16640;16640272;6386144;8431072;-0.048;1.048;-0.272;0.1845;0.4305;-0.1845;-1;-1;-1
16652;16652440;6386656;8431072;-0.044;1.048;-0.28;0.164;0.492;-0.1025;-1;-1;-1
16664;16664632;6385120;8431072;-0.052;1.036;-0.284;0.164;0.451;-0.123;-1;-1;-1
16676;16677696;6381536;8431072;-0.06;1.044;-0.28;0.205;0.4715;-0.082;-1;-1;-1
16687;16687280;6385120;8431072;-0.056;1.052;-0.284;0.1435;0.5125;-0.0615;-1;-1;-1
16699;16699480;6385632;8431072;-0.044;1.048;-0.284;0.164;0.492;-0.1025;-1;-1;-1
16711;16711728;6385120;8431072;-0.052;1.04;-0.252;0.1435;0.5535;-0.1025;-1;-1;-1
16723;16724752;6384608;8431072;-0.052;1.036;-0.28;0.1845;0.533;-0.205;-1;-1;-1
16734;16734328;6387168;8430560;-0.056;1.048;-0.264;0.205;0.369;-0.1845;-1;-1;-1
16746;16747392;6390240;8430560;-0.056;1.052;-0.264;0.2255;0.492;-0.1435;-1;-1;-1
16758;16759608;6384608;8430560;-0.06;1.052;-0.28;0.164;0.4715;-0.164;-1;-1;-1
16769;16769160;6382048;8430560;-0.056;1.052;-0.3;0.205;0.4715;-0.205;-1;-1;-1
16781;16782224;6387168;8430560;-0.06;1.052;-0.3;0.1845;0.492;-0.205;-1;-1;-1
16793;16794424;6386656;8430560;-0.06;1.036;-0.284;0.2255;0.5125;-0.082;-1;-1;-1
16805;16806632;6385632;8430560;-0.048;1.052;-0.292;0.246;0.451;-0.164;-1;-1;-1
16816;16816216;6384608;8430560;-0.056;1.06;-0.276;0.1025;0.5125;-0.0615;-1;-1;-1
16828;16829256;6380000;8430560;-0.056;1.048;-0.26;0.123;0.4305;-0.123;-1;-1;-1
16840;16841448;6383072;8430560;-0.064;1.036;-0.308;0.205;0.492;-0.205;-1;-1;-1
16852;16853656;6381536;8430560;-0.06;1.048;-0.272;0.1435;0.451;-0.1435;-1;-1;-1
16863;16864104;6383072;8430560;-0.04;1.04;-0.28;0.205;0.4305;-0.1435;-1;-1;-1
16875;16876328;6384096;8430560;-0.06;1.06;-0.3;0.164;0.4715;-0.0615;-1;-1;-1
16887;16888536;6388704;8430560;-0.056;1.04;-0.276;0.164;0.533;-0.1025;-1;-1;-1
16898;16898136;6385632;8430560;-0.056;1.04;-0.26;0.246;0.492;-0.1845;-1;-1;-1
16910;16911200;6381024;8430560;-0.052;1.044;-0.244;0.164;0.451;-0.123;-1;-1;-1
16922;16923384;6388704;8430560;-0.048;1.068;-0.308;0.1845;0.5125;-0.1025;-1;-1;-1
16934;16935568;6387168;8430560;-0.056;1.044;-0.264;0.287;0.451;-0.1845;-1;-1;-1
16945;16945200;6387168;8430048;-0.06;1.048;-0.284;0.205;0.492;-0.1025;-1;-1;-1
16957;16958272;6385120;8430048;-0.056;1.064;-0.28;0.205;0.4305;-0.0615;-1;-1;-1
16969;16970464;6386144;8430048;-0.056;1.048;-0.284;0.1845;0.4715;-0.1025;-1;-1;-1
16982;16982672;6381024;8430048;-0.06;1.052;-0.256;0.123;0.5125;-0.1435;-1;-1;-1
16994;16994872;6382560;8430048;-0.04;1.048;-0.292;0.1025;0.533;-0.164;-1;-1;-1
17006;17007064;6383584;8430048;-0.052;1.036;-0.284;0.1845;0.492;-0.1435;-1;-1;-1
17018;17019248;6389728;8430048;-0.048;1.04;-0.284;0.164;0.492;-0.123;-1;-1;-1
17029;17029696;6384096;8430048;-0.052;1.052;-0.276;0.205;0.451;-0.082;-1;-1;-1
17041;17041888;6387680;8429536;-0.052;1.04;-0.276;0.164;0.451;-0.1025;-1;-1;-1
17053;17054096;6387168;8429536;-0.056;1.04;-0.268;0.205;0.451;-0.082;-1;-1;-1
17065;17066336;6386144;8429536;-0.056;1.044;-0.276;0.2255;0.4305;-0.164;-1;-1;-1
17076;17076768;6386144;8429536;-0.052;1.04;-0.264;0.2255;0.492;-0.164;-1;-1;-1
17088;17088936;6385632;8429536;-0.06;1.044;-0.276;0.1845;0.5125;-0.1025;-1;-1;-1
17100;17101128;6389216;8429536;-0.048;1.04;-0.28;0.2255;0.4715;-0.205;-1;-1;-1
17111;17111560;6384096;8429536;-0.064;1.068;-0.28;0.205;0.451;-0.1435;-1;-1;-1
17123;17123792;6388704;8429536;-0.048;1.052;-0.276;0.164;0.4715;-0.0615;-1;-1;-1
17135;17135984;6383584;8429536;-0.052;1.04;-0.284;0.2665;0.533;-0.164;-1;-1;-1
17147;17148216;6380000;8429024;-0.052;1.036;-0.28;0.1435;0.533;-0.0205;-1;-1;-1
17158;17158688;6381024;8429024;-0.048;1.044;-0.268;0.164;0.5125;-0.1435;-1;-1;-1
17170;17170880;6387168;8429024;-0.06;1.044;-0.272;0.1025;0.5125;-0.164;-1;-1;-1
17182;17183096;6383072;8429024;-0.052;1.04;-0.276;0.2255;0.533;-0.164;-1;-1;-1
17195;17195304;6385120;8429024;-0.044;1.044;-0.272;0.205;0.492;-0.2665;-1;-1;-1
17207;17207480;6389216;8429024;-0.056;1.036;-0.26;0.164;0.533;-0.0205;-1;-1;-1
17219;17219672;6383584;8429024;-0.056;1.052;-0.256;0.1435;0.4715;-0.041;-1;-1;-1
17231;17232768;6385120;8429024;-0.056;1.02;-0.244;0.2255;0.533;-0.1025;-1;-1;-1
17242;17242376;6388192;8429536;-0.056;1.04;-0.292;0.1845;0.451;-0.0615;-1;-1;-1
17254;17254600;6388704;8429536;-0.052;1.056;-0.272;0.164;0.4305;-0.1025;-1;-1;-1
17266;17266784;6387680;8429536;-0.052;1.04;-0.276;0.1435;0.533;-0.123;-1;-1;-1
17278;17279848;6387168;8429536;-0.056;1.048;-0.26;0.1845;0.451;-0.123;-1;-1;-1
17289;17289416;6387680;8429536;-0.056;1.048;-0.272;0.205;0.5125;-0.0615;-1;-1;-1
17301;17301616;6385120;8429536;-0.064;1.048;-0.284;0.1845;0.5125;-0.1025;-1;-1;-1
17313;17314696;6385632;8429536;-0.06;1.06;-0.268;0.2255;0.492;-0.082;-1;-1;-1
17324;17324264;6388192;8429536;-0.044;1.044;-0.272;0.1845;0.4305;0.0205;-1;-1;-1
17336;17336504;6388192;8429536;-0.048;1.048;-0.276;0.164;0.533;-0.1435;-1;-1;-1
17348;17348736;6388192;8429024;-0.056;1.04;-0.288;0.1845;0.451;-0.123;-1;-1;-1
17360;17360984;6388704;8429024;-0.06;1.044;-0.276;0.1435;0.369;-0.123;-1;-1;-1
17371;17371464;6387168;8429024;-0.064;1.056;-0.264;0.1435;0.533;-0.1435;-1;-1;-1
17383;17383624;6384096;8429024;-0.052;1.044;-0.272;0.205;0.4715;-0.0615;-1;-1;-1
17395;17395816;6387168;8429024;-0.056;1.048;-0.284;0.1845;0.4715;-0.123;-1;-1;-1
17408;17408912;6386656;8429024;-0.056;1.052;-0.284;0.2255;0.451;-0.123;-1;-1;-1
17420;17421064;6382048;8429024;-0.056;1.06;-0.28;0.205;0.451;-0.1435;-1;-1;-1
17432;17433248;6387680;8429024;-0.056;1.056;-0.292;0.1845;0.451;-0.082;-1;-1;-1
17444;17446384;6387680;8428512;-0.056;1.048;-0.276;0.164;0.451;-0.123;-1;-1;-1
17455;17455984;6387680;8428512;-0.06;1.044;-0.276;0.1435;0.533;-0.1025;-1;-1;-1
17467;17468184;6384096;8428512;-0.052;1.048;-0.284;0.1845;0.492;-0.1025;-1;-1;-1
17479;17480384;6385120;8428512;-0.044;1.036;-0.276;0.1845;0.5125;-0.0615;-1;-1;-1
17491;17492608;6388192;8428512;-0.06;1.04;-0.276;0.164;0.492;-0.082;-1;-1;-1
17502;17503064;6385632;8428512;-0.06;1.06;-0.252;0.246;0.451;-0.1845;-1;-1;-1
17514;17515256;6387680;8428512;-0.052;1.04;-0.268;0.0615;0.492;-0.1435;-1;-1;-1
17526;17527448;6382560;8428512;-0.052;1.044;-0.288;0.205;0.533;-0.1025;-1;-1;-1
17537;17537896;6383584;8428512;-0.048;1.04;-0.28;0.1845;0.451;-0.0615;-1;-1;-1
17549;17550096;6387680;8428000;-0.04;1.028;-0.288;0.205;0.5125;-0.164;-1;-1;-1
17561;17562264;6387680;8428000;-0.056;1.052;-0.256;0.2665;0.492;-0.041;-1;-1;-1
17573;17574520;6388192;8428000;-0.044;1.048;-0.268;0.1845;0.4305;-0.1025;-1;-1;-1
17584;17585000;6385632;8428000;-0.064;1.04;-0.284;0.164;0.574;-0.164;-1;-1;-1
17596;17597200;6383072;8428000;-0.064;1.06;-0.264;0.164;0.4715;-0.041;-1;-1;-1
17608;17609360;6388192;8428000;-0.056;1.044;-0.272;0.205;0.533;-0.082;-1;-1;-1
17620;17621592;6387680;8428000;-0.06;1.04;-0.272;0.1025;0.451;-0.082;-1;-1;-1
17631;17632056;6387680;8428000;-0.044;1.044;-0.268;0.2255;0.492;-0.1025;-1;-1;-1
17643;17644208;6385120;8428000;-0.072;1.052;-0.268;0.123;0.4715;-0.082;-1;-1;-1
17655;17656424;6389216;8428000;-0.056;1.044;-0.304;0.1845;0.533;-0.1435;-1;-1;-1
17666;17666880;6384096;8428000;-0.056;1.044;-0.284;0.1845;0.492;-0.164;-1;-1;-1
17678;17679072;6381024;8428000;-0.048;1.048;-0.28;0.1845;0.4715;-0.0615;-1;-1;-1
17690;17691288;6387680;8428000;-0.048;1.044;-0.26;0.123;0.4715;-0.1025;-1;-1;-1
17702;17703544;6385632;8428000;-0.048;1.028;-0.3;0.246;0.492;-0.205;-1;-1;-1
17713;17713976;6386144;8428000;-0.056;1.032;-0.268;0.246;0.451;-0.1025;-1;-1;-1
17725;17726200;6382048;8428000;-0.052;1.06;-0.312;0.164;0.451;0;-1;-1;-1
17737;17738376;6391776;8428000;-0.048;1.048;-0.288;0.205;0.4305;-0.123;-1;-1;-1
17750;17751448;6387680;8426976;-0.052;1.052;-0.272;0.205;0.5125;-0.1025;-1;-1;-1
17762;17762784;6384608;8426976;-0.036;1.052;-0.292;0.205;0.492;-0.205;-1;-1;-1
17774;17775000;6386656;8426976;-0.06;1.052;-0.28;0.246;0.492;-0.123;-1;-1;-1
17786;17787176;6385120;8426976;-0.06;1.048;-0.292;0.164;0.533;-0.123;-1;-1;-1
17797;17797640;6382048;8426976;-0.052;1.048;-0.292;0.1845;0.4715;-0.0205;-1;-1;-1
17809;17809848;6386656;8426976;-0.052;1.044;-0.276;0.205;0.4715;-0.041;-1;-1;-1
17821;17822088;6380000;8426976;-0.068;1.052;-0.264;0.123;0.533;-0.1025;-1;-1;-1
17833;17834328;6386656;8426976;-0.068;1.044;-0.28;0.1435;0.492;-0.1845;-1;-1;-1
17844;17844744;6390240;8426976;-0.052;1.036;-0.272;0.1845;0.5535;-0.1845;-1;-1;-1
17856;17856936;6384608;8426976;-0.06;1.04;-0.284;0.1435;0.451;-0.1025;-1;-1;-1
17868;17869184;6389216;8426976;-0.048;1.048;-0.268;0.1845;0.451;-0.1435;-1;-1;-1
17879;17879656;6386656;8426976;-0.048;1.048;-0.28;0.1845;0.492;0;-1;-1;-1
17891;17891880;6387168;8426976;-0.048;1.06;-0.28;0.164;0.5125;-0.1435;-1;-1;-1
17903;17904096;6386144;8426976;-0.056;1.064;-0.28;0.205;0.451;-0.1025;-1;-1;-1
17915;17916296;6388704;8426976;-0.044;1.04;-0.272;0.1845;0.4715;-0.123;-1;-1;-1
17926;17926776;6389728;8426976;-0.044;1.044;-0.268;0.164;0.492;-0.164;-1;-1;-1
17938;17938976;6387168;8426976;-0.048;1.044;-0.288;0.1845;0.4715;-0.123;-1;-1;-1
17950;17951176;6385120;8426976;-0.056;1.04;-0.288;0.1845;0.5535;-0.205;-1;-1;-1
17963;17963368;6382560;8426464;-0.052;1.056;-0.26;0.164;0.5535;-0.082;-1;-1;-1
17975;17975600;6383584;8426464;-0.06;1.048;-0.284;0.1845;0.4715;-0.164;-1;-1;-1
17987;17987848;6388192;8426464;-0.052;1.044;-0.264;0.205;0.41;-0.164;-1;-1;-1
17999;18000048;6382560;8426464;-0.056;1.048;-0.316;0.2255;0.492;-0.1025;-1;-1;-1
18010;18010512;6381536;8426464;-0.06;1.052;-0.272;0.164;0.533;-0.2665;-1;-1;-1
18022;18022728;6387168;8426464;-0.056;1.044;-0.272;0.164;0.4305;-0.041;-1;-1;-1
18034;18034944;6386144;8426464;-0.044;1.048;-0.284;0.205;0.5125;-0.123;-1;-1;-1
18046;18047128;6380512;8426464;-0.056;1.036;-0.28;0.1435;0.492;-0.123;-1;-1;-1
18057;18057592;6380512;8426464;-0.052;1.048;-0.292;0.2255;0.4715;-0.123;-1;-1;-1
18069;18069832;6386144;8426464;-0.06;1.048;-0.28;0.1025;0.492;-0.1025;-1;-1;-1
18081;18082032;6388192;8426464;-0.072;1.04;-0.28;0.2255;0.4715;-0.1435;-1;-1;-1
18092;18092504;6388192;8426464;-0.052;1.052;-0.264;0.164;0.451;-0.123;-1;-1;-1
18104;18104696;6386656;8426464;-0.056;1.044;-0.276;0.205;0.492;-0.1435;-1;-1;-1
18116;18116936;6388192;8426464;-0.044;1.044;-0.288;0.1845;0.4305;-0.164;-1;-1;-1
18128;18129176;6385632;8426464;-0.064;1.048;-0.276;0.164;0.5535;-0.0615;-1;-1;-1
18139;18139616;6385120;8426464;-0.048;1.056;-0.288;0.123;0.574;-0.1435;-1;-1;-1
18151;18151824;6388192;8426464;-0.06;1.048;-0.276;0.2255;0.4305;-0.123;-1;-1;-1
18163;18164064;6386144;8425952;-0.06;1.056;-0.276;0.1845;0.451;-0.0615;-1;-1;-1
18176;18176288;6388704;8425952;-0.044;1.048;-0.284;0.123;0.492;-0.1435;-1;-1;-1
18188;18188488;6381536;8425952;-0.056;1.06;-0.28;0.164;0.4715;-0.1845;-1;-1;-1
18200;18200680;6388192;8425952;-0.044;1.036;-0.28;0.205;0.533;-0.1435;-1;-1;-1
18212;18213752;6388704;8425952;-0.064;1.048;-0.272;0.1435;0.533;-0.1025;-1;-1;-1
18223;18223360;6387680;8425952;-0.052;1.04;-0.284;0.205;0.4715;-0.123;-1;-1;-1
18235;18235568;6389216;8425952;-0.044;1.032;-0.26;0.2255;0.5125;-0.123;-1;-1;-1
18247;18247752;6387680;8425952;-0.056;1.044;-0.272;0.164;0.4715;-0.123;-1;-1;-1
18259;18261712;6385120;8425440;-0.064;1.056;-0.284;0.1845;0.492;-0.1435;-1;-1;-1
18274;18274816;6386656;8425440;-0.06;1.048;-0.268;0.2255;0.574;-0.164;-1;-1;-1
18286;18287040;6383072;8425440;-0.048;1.048;-0.276;0.1025;0.615;-0.164;-1;-1;-1
18298;18299248;6387168;8425440;-0.056;1.044;-0.276;0.246;0.492;-0.164;-1;-1;-1
18309;18309696;6384608;8425440;-0.048;1.044;-0.28;0.164;0.4715;-0.0615;-1;-1;-1
18321;18321920;6383584;8425440;-0.052;1.048;-0.28;0.1845;0.41;-0.1435;-1;-1;-1
18333;18334080;6386656;8425440;-0.056;1.044;-0.228;0.205;0.4715;-0.1845;-1;-1;-1
18345;18346304;6386656;8425440;-0.052;1.048;-0.292;0.246;0.451;-0.0205;-1;-1;-1
18356;18356744;6385120;8425440;-0.056;1.056;-0.272;0.246;0.492;-0.0205;-1;-1;-1
18368;18368936;6383072;8424928;-0.036;1.048;-0.272;0.246;0.4305;-0.1435;-1;-1;-1
18380;18381120;6381536;8424928;-0.056;1.06;-0.288;0.2665;0.451;-0.123;-1;-1;-1
18391;18391552;6384096;8424928;-0.052;1.036;-0.284;0.164;0.451;-0.1025;-1;-1;-1
18403;18403744;6389216;8424928;-0.06;1.048;-0.3;0.1845;0.451;-0.1025;-1;-1;-1
18415;18415976;6387680;8424928;-0.052;1.044;-0.276;0.1845;0.41;-0.205;-1;-1;-1
18427;18428192;6387680;8424928;-0.06;1.048;-0.324;0.1435;0.615;0;-1;-1;-1
18438;18438616;6389216;8424928;-0.056;1.04;-0.268;0.1845;0.451;-0.164;-1;-1;-1
18450;18450848;6385120;8424928;-0.052;1.048;-0.256;0.1845;0.4715;-0.123;-1;-1;-1
18462;18463032;6387680;8424928;-0.04;1.044;-0.276;0.123;0.492;-0.123;-1;-1;-1
18475;18475296;6387680;8424416;-0.048;1.04;-0.272;0.1435;0.451;-0.1845;-1;-1;-1
18487;18487504;6391776;8424416;-0.056;1.044;-0.28;0.164;0.451;-0.1025;-1;-1;-1
18499;18499688;6388192;8424416;-0.08;1.048;-0.292;0.123;0.533;-0.0615;-1;-1;-1
18511;18511928;6386144;8424416;-0.056;1.04;-0.276;0.1025;0.574;-0.041;-1;-1;-1
